Station Code,Name of Monitoring Location,State Name,Temp_Min,Temp_Max,pH_Min,pH_Max,Conductivity_Min,Conductivity_Max,BOD_Min,DOB_Max,Nitrate?N + Nitrite_N Min,Nitrate?N + Nitrite_N Max,Fecal Coliform_Min,Fecal Coliform_Max,Total Coliform_Min,Total Coliform_Max,Total Dissolved Solids_Min,Total Dissolved Solids_Max,Fluoride_Min,Fluoride_Max,Arsenic_Min,Arsenic_Max,Drinkability
1562,BOREWELL NEAR  ISBT UNA,HIMACHAL PRADESH,25.5,29.0,7.36,7.43,461.0,646.0,7.36,5.0,0.32,3.13,2.0,2.0,17.0,31.0,318.0,402.0,0.01,0.01,0.01,0.01,Drinkable
1873,GROUND WATER U/S OF MSW DUMPING SITE ATDHARAMSHALA KANGRA,HIMACHAL PRADESH,12.0,12.0,6.85,6.91,317.0,323.0,6.85,5.0,0.47,0.47,2.0,2.0,17.0,17.0,220.0,224.0,0.01,0.01,0.01,0.01,Drinkable
1874,"SPRING SOURCE (GROUND WATER) BELOW SWM SITE AT SALOGRA, VILL. SALOGRA, DISTT.SOLAN",HIMACHAL PRADESH,12.0,19.0,7.94,8.12,211.0,612.0,7.94,5.0,3.0,7.41,2.0,22.0,25.0,79.0,108.0,337.0,0.33,0.42,0.01,0.01,Drinkable
1876,BOREWELL AT HPMCPARWANOO,HIMACHAL PRADESH,26.0,28.0,7.75,8.35,424.0,522.0,7.75,5.0,5.54,14.31,2.0,2.0,27.0,27.0,212.0,274.0,0.47,0.47,0.01,0.01,Drinkable
1877,GROUND WATER  NEAR USV LIMITED HPSIDC BADDI AT BADDIINDUSTRIAL AREA,HIMACHAL PRADESH,26.0,28.0,7.97,8.42,521.0,683.0,7.97,5.0,1.94,2.62,2.0,2.0,21.0,21.0,287.0,451.0,0.26,1.3,0.01,0.01,Drinkable
1878,GROUND WATER (NEAR ELECTRICITY OFFICE BAROTIWALA) BAROTIWALAINDUSTRIAL AREA,HIMACHAL PRADESH,26.0,28.0,7.59,7.94,525.0,1690.0,7.59,3.0,6.72,12.93,8.0,8.0,70.0,70.0,295.0,896.0,0.35,0.35,0.01,0.01,Drinkable
1879,GROUND WATER (NEAR ACME FORMULATION NALAGARH)NALAGARH INDUSTRIAL AREA,HIMACHAL PRADESH,26.0,28.0,7.37,8.0,747.0,961.0,7.37,5.0,5.41,14.3,2.0,2.0,21.0,21.0,481.0,554.2,0.33,0.62,0.01,0.01,Drinkable
1880,TUBEWELL  OPPOSITE IIIT COLLEGE OF ENGINEERING NEAR INDUSTRIAL AREA JOHRON KALAAMB,HIMACHAL PRADESH,26.0,28.0,7.36,7.54,941.0,1081.0,7.36,5.0,0.32,3.9,1.8,1.8,1.8,1.8,332.0,490.0,0.24,0.44,0.01,0.01,Drinkable
1881,"BOREWELL NEAR JSV TANK, SWCA OFFICE  AT GONDPUR, INDUSTRIAL AREA, PAONTASAHIB",HIMACHAL PRADESH,22.0,25.0,7.73,7.87,452.0,789.0,7.73,1.1,0.32,11.86,1.8,1.8,4.5,4.5,289.0,308.0,0.46,0.93,0.01,0.01,Drinkable
1882,BOREWELL NEAR OVERHEAD TANK OF IADA MEHATPURINDUSTRIAL AREA,HIMACHAL PRADESH,25.0,25.0,6.7,6.7,747.0,747.0,6.7,5.0,0.32,0.32,-2.0,2.0,31.0,31.0,505.0,505.0,0.01,0.01,0.01,0.01,Not Drinkable
2628,HAND PUMP NEAR THE BUSSTOP AT WORKSHOP CHOWK,HIMACHAL PRADESH,12.0,20.0,7.7,8.0,390.0,500.0,7.7,5.0,0.32,0.32,1.8,1.8,1.8,1.8,267.0,345.0,0.29,0.29,0.01,0.01,Drinkable
2629,HAND PUMP AT MANDI TOWN(NEAR CANARA BANK),HIMACHAL PRADESH,21.0,22.0,8.1,8.33,198.0,540.0,8.1,5.0,0.41,0.98,1.8,1.8,1.8,1.8,134.0,367.0,0.31,0.31,0.01,0.01,Drinkable
2630,HANDPUMP NEAR EXIT GATE OFBUS STAND HAMIRPUR,HIMACHAL PRADESH,23.0,25.8,7.58,7.64,559.0,639.0,7.58,5.0,0.32,2.1,2.0,2.0,17.0,22.0,396.0,407.0,0.01,0.01,0.01,0.01,Drinkable
2631,HAND PUMP INSIDE THE BUSSTAND AT NADAUN TOWN,HIMACHAL PRADESH,25.5,26.0,6.9,7.67,314.0,668.0,6.9,5.0,0.32,3.46,2.0,2.0,3.6,24.0,213.0,428.0,0.01,0.01,0.01,0.01,Drinkable
2632,HAND PUMP AT BILASPUR TOWN(NEAR LAXMINARAYAN TEMPLE),HIMACHAL PRADESH,19.0,23.0,7.42,7.54,628.0,795.0,7.42,5.0,0.33,4.04,1.8,1.8,1.8,1.8,433.0,540.0,0.24,0.32,0.01,0.01,Drinkable
2633,HAND PUMP AT RECONGPEO,HIMACHAL PRADESH,26.0,28.0,7.99,8.01,450.0,505.0,7.99,5.0,0.32,12.62,1.8,1.8,1.8,1.8,295.0,303.0,0.25,0.25,0.01,0.01,Drinkable
2634,HAND PUMP NEAR VIJAYNAGARTOTU SHIMLA,HIMACHAL PRADESH,10.0,10.0,7.96,7.96,287.0,287.0,7.96,5.0,4.97,4.97,2.0,2.0,4.5,8.0,183.0,183.0,0.01,0.01,0.01,0.01,Drinkable
2635,HAND PUMP NEAR NOGLI ATRAMPUR,HIMACHAL PRADESH,26.0,28.0,7.78,8.13,355.0,429.0,7.78,5.0,0.32,39.77,9.2,9.2,21.0,21.0,212.0,302.0,0.25,0.25,0.01,0.01,Drinkable
2636,HAND PUMP NEAR KANGRATEMPLE,HIMACHAL PRADESH,26.0,28.0,6.89,6.89,494.0,494.0,6.89,5.0,2.68,2.68,2.0,2.0,17.0,17.0,345.0,345.0,0.01,0.01,0.01,0.01,Drinkable
2637,HAND PUMP AT JWALAJI TEMPLE,HIMACHAL PRADESH,26.0,28.0,6.74,7.12,156.0,1364.0,6.74,5.0,0.32,1.28,2.0,2.0,13.0,22.0,126.0,811.0,0.01,0.01,0.01,0.01,Drinkable
2638,BOREWELL NEAR CHINTPURNITEMPLE AT UNA TOWN,HIMACHAL PRADESH,23.0,26.5,7.5,7.52,401.0,455.0,7.5,5.0,0.32,3.26,2.0,2.0,13.0,25.0,272.0,313.0,0.01,0.01,0.01,0.01,Drinkable
2639,HAND PUMP NEAR CHAMUNDADEVI TEMPLE,HIMACHAL PRADESH,18.0,18.0,6.8,7.89,119.0,142.0,6.8,5.0,0.32,1.68,2.0,2.0,21.0,24.0,79.0,101.0,0.01,0.01,0.01,0.01,Drinkable
2640,HAND PUMP NEAR SANSARPURTERRACE INDUSTRIAL AREA,HIMACHAL PRADESH,23.0,23.0,6.78,6.91,289.0,551.0,6.78,5.0,0.32,5.15,2.0,2.0,21.0,38.0,188.0,385.0,0.01,0.01,0.01,0.01,Drinkable
2641,HAND PUMP NEAR TEXI STANDCHAMBA TOWN,HIMACHAL PRADESH,15.0,15.0,7.85,7.85,320.0,320.0,7.85,5.0,1.91,1.91,2.0,2.0,17.0,17.0,218.0,218.0,0.01,0.01,0.01,0.01,Drinkable
2642,HAND PUMP NEAR HOTEL PINEWOOD AT DALHOUSIE ROAD,HIMACHAL PRADESH,14.0,14.0,7.09,7.09,592.0,592.0,7.09,5.0,2.28,2.28,2.0,2.0,13.0,13.0,408.0,408.0,0.01,0.01,0.01,0.01,Drinkable
2645,HAND PUMP AT NAHAN NEARPOLICE POST GUNNUGHAT,HIMACHAL PRADESH,26.0,28.0,7.85,7.91,541.0,758.0,7.85,1.1,0.32,2.88,1.8,1.8,1.8,1.8,241.0,336.0,0.43,1.21,0.01,0.01,Drinkable
2646,HAND PUMP NEAR MOGINANADAT KALA AMB,HIMACHAL PRADESH,26.0,28.0,7.2,7.31,893.0,1006.0,7.2,5.0,0.32,3.92,1.8,1.8,1.8,1.8,372.0,480.0,0.45,0.74,0.01,0.01,Drinkable
2647,HAND PUMP AT TAHLIWALBAZAR,HIMACHAL PRADESH,31.0,31.0,7.55,7.55,617.0,617.0,7.55,5.0,0.32,0.32,2.0,2.0,33.0,33.0,392.0,392.0,0.01,0.01,0.01,0.01,Drinkable
2648,HAND PUMP AT KEYLONG,HIMACHAL PRADESH,6.0,13.0,7.21,8.24,315.0,388.0,7.21,5.0,0.32,2.87,1.8,1.8,1.8,1.8,214.0,265.0,0.49,0.54,0.01,0.01,Drinkable
4434,BOREWELL NEAR UNA?HAROLI BRIDGE  INDUSTRIAL AREAJEETPUR BEHRI,HIMACHAL PRADESH,21.0,27.0,7.18,7.24,396.0,436.0,7.18,5.0,0.32,4.2,2.0,2.0,17.0,27.0,182.0,265.0,0.01,0.01,0.01,0.01,Drinkable
4456,HANDPUMP NEAR SATSANGBHAWAN  VILLAGE MUGLA,HIMACHAL PRADESH,15.0,17.0,6.62,7.7,124.0,437.0,6.62,5.0,0.63,1.47,2.0,2.0,21.0,21.0,81.0,302.0,0.01,0.01,0.01,0.01,Drinkable
4465,GROUND WATER INTAKE POINTOF BBMB AT VILL. HARABAGH,HIMACHAL PRADESH,13.0,23.0,7.09,7.88,380.0,710.0,7.09,5.0,0.39,2.38,23.0,63.0,150.0,280.0,259.0,486.0,0.24,0.76,0.01,0.01,Not Drinkable
4467,"GROUND WATER NEAR LIFT WATER SUPPLY SCHEME AT DARI DHARAMSHALA AT HOTEL DHAULADHAR HEIGHTS DARI,DHARAMSHALA",HIMACHAL PRADESH,26.0,28.0,6.85,7.57,153.0,163.0,6.85,5.0,0.32,2.68,2.0,2.0,21.0,27.0,105.0,116.0,0.01,0.01,0.01,0.01,Drinkable
4468,"GROUND WATER SUPPLY SCHEME NEAR MELA GROUNDDARI, DHARAMSHALA",HIMACHAL PRADESH,26.0,28.0,6.83,7.53,151.0,159.0,6.83,5.0,0.32,1.14,2.0,2.0,17.0,31.0,101.0,105.0,0.01,0.01,0.01,0.01,Drinkable
4472,GROUND WATER NEAR SUPPLY SCHEME AT NAGROTABHAGWAN,HIMACHAL PRADESH,26.0,28.0,-6.61,6.95,194.0,203.0,-6.61,5.0,0.32,0.32,2.0,2.0,13.0,13.0,125.0,140.0,0.01,0.01,0.01,0.01,Not Drinkable
4478,"LIFTING WATER SUPPLY SCHEME SHAMSHI, NEAR SABJI MANDIBHUNTER, TEHSIL KULLU",HIMACHAL PRADESH,12.0,12.0,7.9,7.9,202.0,202.0,7.9,5.0,0.32,0.32,41.0,41.0,220.0,220.0,137.0,137.0,0.01,0.01,0.01,0.01,Not Drinkable
4483,GROUND WATER SUPPLYSCHEME (MC UNA),HIMACHAL PRADESH,26.0,28.0,7.22,7.5,464.0,478.0,7.22,5.0,0.32,2.6,2.0,2.0,21.0,33.0,241.0,325.0,0.01,0.01,0.01,0.01,Drinkable
4484,"DRINKING WATER SUPPLYSCHEME NO. 7, SANOLI",HIMACHAL PRADESH,20.0,25.5,6.92,7.8,165.0,899.0,6.92,5.0,0.61,3.12,2.0,2.0,17.0,21.0,113.0,485.0,0.01,0.01,0.01,0.01,Drinkable
5249,GROUND WATER NEAR PULGHRAT BRIDGE ALONGNATIONAL HIGHWAY,HIMACHAL PRADESH,18.0,22.0,8.03,8.4,205.0,274.0,8.03,5.0,0.67,0.99,1.8,1.8,1.8,1.8,137.0,183.0,0.24,0.24,0.01,0.01,Drinkable
5250,"BOREWELL IN THE PREMISES OF M/S BHAGWATI AUTOMOBILE, PLOT NO. 13, INDL AREA SAULIKHAD, DIST. MANDI",HIMACHAL PRADESH,19.0,21.0,6.57,7.2,190.0,262.0,6.57,5.0,1.27,-4.64,1.8,1.8,1.8,1.8,127.0,174.0,0.22,0.95,0.01,0.01,Drinkable
5258,"GROUUND WATER AT VPO SANOLI, SUB?TEHSIL MEHTAPUR (DRINKING WATER SUPPLYSCHEME)",HIMACHAL PRADESH,18.0,29.5,6.64,8.01,832.0,1232.0,6.64,5.0,0.32,5.21,2.0,4.0,12.0,49.0,259.0,898.0,0.01,0.01,0.01,0.01,Drinkable
2759,DUGWELL AT GAGHWAL(KATHUADISTT),JAMMU AND KASHMIR,18.0,18.0,7.1,7.1,468.0,468.0,7.1,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,274.0,274.0,0.31,0.415,0.01,0.01,Drinkable
2760,MALADHAR TALAB(POND)HATLI(KATHUA),JAMMU AND KASHMIR,21.0,21.0,7.96,7.96,186.0,186.0,7.96,1.6,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,110.0,110.0,0.31,0.415,0.01,0.01,Drinkable
2761,TUBE WELL KATHUA SICOPINDUSTRIAL AREA KATHUA,JAMMU AND KASHMIR,18.0,18.0,6.86,6.86,430.0,430.0,6.86,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,256.0,256.0,0.31,0.415,0.01,0.01,Drinkable
2762,"R.S. PURA TEHSIL, JAMMU AND KASHMIR",JAMMU AND KASHMIR,23.0,23.0,7.88,7.88,1055.0,1055.0,7.88,2.3,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,596.0,596.0,0.31,0.415,0.01,0.01,Not Drinkable
4064,BOREWELL NEAR INDUSTRIALAREA GANGYAL,JAMMU AND KASHMIR,23.0,23.0,7.32,7.32,312.0,312.0,7.32,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,188.0,188.0,0.31,0.415,0.01,0.01,Drinkable
4065,BOREWELL NEAR INDUSTRIALAREA BARI?BRAHMNA,JAMMU AND KASHMIR,23.0,23.0,7.52,7.52,324.0,324.0,7.52,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,190.0,190.0,0.31,0.415,0.01,0.01,Drinkable
4066,BOREWELL NEAR INDUSTRIALAREA SAMBA,JAMMU AND KASHMIR,18.0,18.0,7.2,7.2,560.0,560.0,7.2,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,326.0,326.0,0.31,0.415,0.01,0.01,Drinkable
4067,BOREWELL NEAR INDUSTRIALAREA UDHAMPUR,JAMMU AND KASHMIR,18.0,18.0,8.15,8.15,430.0,430.0,8.15,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,254.0,254.0,0.31,0.415,0.01,0.01,Drinkable
4068,BABA TALAB (ANCIENT POND) ATMISHRIWALA (WETLAND),JAMMU AND KASHMIR,21.0,21.0,7.65,7.65,320.0,320.0,7.65,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,188.0,188.0,0.31,0.415,0.01,0.01,Drinkable
4069,ANCIENT BOWLIES INUDHAMPUR AT GANGERA BOWLI,JAMMU AND KASHMIR,15.0,15.0,8.0,8.0,520.0,520.0,8.0,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,304.0,304.0,0.31,0.415,0.01,0.01,Drinkable
4070,ANCIENT BOWLIES IN UDHAMPUR AT REHMATIMOHALLA BOWLI,JAMMU AND KASHMIR,15.0,15.0,7.95,7.95,480.0,480.0,7.95,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,282.0,282.0,0.31,0.415,0.01,0.01,Drinkable
4072,BOREWELL IN SMAILPUR NEARCHRISTIAN HOSPITAL,JAMMU AND KASHMIR,23.0,23.0,7.62,7.62,356.0,356.0,7.62,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,210.0,210.0,0.31,0.415,0.01,0.01,Drinkable
4073,"BOREWELL NEAR MAIN CHOWK,SMAILPUR",JAMMU AND KASHMIR,24.0,24.0,7.74,7.74,396.0,396.0,7.74,5.0,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,234.0,234.0,0.31,0.415,0.01,0.01,Drinkable
4492,"HAND PUMP NEAR GARBAGEDUMP, RAKSHIBANDH DUMKA",JHARKHAND,23.0,33.0,7.5,7.6,202.0,238.0,7.5,1.2,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,200.0,230.0,0.31,0.415,0.01,0.01,Drinkable
4493,HOLY POND AT VILLAGE SIKATIA,JHARKHAND,22.0,32.0,7.5,7.6,235.0,280.0,7.5,1.6,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,230.0,276.0,0.31,0.415,0.01,0.01,Drinkable
4758,"GOVT. HANDPUMP NEAR HOUSE OF RAJENDRA SINGH MUNDA,KOKRANA MURI",JHARKHAND,18.0,26.0,6.6,7.47,676.0,870.5,6.6,6.6,0.86,1.5950000000000002,2.0,2.0,4.5,8.0,382.0,386.0,0.31,0.415,0.01,0.01,Not Drinkable
3564,BOREWELL WATER NEAR MANGALIJYOTHI SCHOOL MSWSITE VAMMANJOOR,KARNATAKA,27.0,28.0,7.1,7.3,174.0,184.0,7.1,3.0,2.74,3.77,11.0,94.0,140.0,920.0,120.0,124.0,0.01,0.01,0.01,0.01,Not Drinkable
19,"WELL AT ELOOR,ERNAKULAM",KERALA,26.0,27.0,5.7,5.8,100.0,140.0,5.7,1.6,1.02,1.53,170.0,410.0,240.0,630.0,69.0,80.0,0.01,0.01,0.001,0.001,Not Drinkable
22,"WELL AT CHUNGAPALLY, KERALA",KERALA,26.0,29.0,5.9,6.6,103.0,142.0,5.9,5.0,1.21,1.21,6.0,40.0,40.0,120.0,62.0,85.0,0.01,0.01,0.01,0.01,Not Drinkable
35,"WELL AT PUNALUR, KERALA",KERALA,23.0,25.0,6.4,8.0,157.0,260.0,6.4,1.1,2.08,2.08,31.0,31.0,100.0,100.0,90.0,167.0,0.01,0.01,0.01,0.01,Drinkable
1581,"WELL AT PAPPANAMKODE, THIRUVANANTHAPURAM,KERALA",KERALA,27.0,27.0,5.2,5.2,158.0,210.0,5.2,1.8,0.86,1.5950000000000002,100.0,200.0,310.0,400.0,93.0,120.0,0.01,0.01,0.004,0.004,Not Drinkable
1582,"WELL AT NEDUMANGAD, THIRUVANANTHAPURAM,KERALA",KERALA,27.0,27.0,5.9,6.1,210.0,270.0,5.9,2.2,0.86,1.5950000000000002,310.0,600.0,600.0,1000.0,126.0,155.0,0.01,0.01,0.01,0.01,Not Drinkable
1583,"WELL AT KUNDARA, KOLLAMDISTT. , KERALA",KERALA,22.0,27.0,6.5,7.1,153.0,314.0,6.5,1.8,16.2,16.2,1.8,1.8,70.0,110.0,84.0,203.0,0.01,0.01,0.01,0.01,Not Drinkable
1584,"WELL AT CHERTHALA, ALLEPPY,KERALA",KERALA,30.0,30.0,7.2,7.4,209.0,268.0,7.2,1.8,0.86,1.5950000000000002,200.0,200.0,400.0,490.0,141.0,178.0,0.8,0.8,0.01,0.01,Not Drinkable
1585,"WELL AT VYTTILA, ERNAKULAMDISTT. KERALA",KERALA,28.0,29.0,7.3,7.4,450.0,540.0,7.3,1.5,5.96,5.96,2400.0,3800.0,3300.0,7000.0,260.0,320.0,0.01,0.01,0.004,0.004,Not Drinkable
1586,"WELL AT EDAYAR ERNAKULAMDISTT., KERALA",KERALA,27.0,28.0,6.1,6.2,265.0,340.0,6.1,1.4,0.59,3.07,580.0,1000.0,790.0,4000.0,168.0,213.0,0.01,0.01,0.004,0.004,Not Drinkable
1587,"WELL AT KALAMASSERYERNAKULAM DISTT. ,KERALA",KERALA,27.0,27.0,5.9,5.9,245.0,300.0,5.9,1.2,1.38,7.24,14.0,27.0,63.0,70.0,136.0,168.0,0.01,0.01,0.01,0.01,Drinkable
1588,"WELL AT PUNKUNNAM TRISSURDISTT. , KERALA",KERALA,23.0,32.0,7.2,7.4,151.0,250.0,7.2,1.9,9.35,9.35,250.0,250.0,490.0,490.0,90.0,170.0,0.78,0.78,0.01,0.01,Not Drinkable
1589,"WELL AT MALAPURAM , KERALA",KERALA,21.0,23.0,7.1,7.5,326.0,353.0,7.1,5.0,1.3,3.5,34.0,43.0,63.0,120.0,195.0,208.0,0.01,0.01,0.003,0.003,Not Drinkable
1590,"WELL AT MAVOOR, KOZHIKKODEDISTT. , KERALA",KERALA,26.0,30.0,6.3,6.9,79.0,81.0,6.3,5.0,0.86,1.5950000000000002,100.0,430.0,140.0,810.0,46.0,48.0,0.01,0.01,0.01,0.01,Not Drinkable
1591,WELL AT KANNUR MUNICIPALITYKANNUR,KERALA,28.0,28.0,4.4,5.5,100.0,116.0,4.4,1.8,0.86,1.5950000000000002,110.0,150.0,200.0,400.0,66.0,68.0,0.01,0.01,0.01,0.01,Not Drinkable
1592,"WELL AT PAYYANNUR, KANNURDISTT. , KERALA",KERALA,27.0,29.0,6.6,6.7,112.0,262.0,6.6,1.4,0.86,1.5950000000000002,40.0,490.0,200.0,910.0,60.0,180.0,0.01,0.01,0.01,0.01,Not Drinkable
2308,WELL AT FATHIMAPURAM(CHANGANASSERY),KERALA,27.0,28.0,6.3,6.8,151.0,168.0,6.3,1.9,1.46,1.46,150.0,150.0,400.0,400.0,102.0,105.0,0.01,0.01,0.012,0.012,Not Drinkable
2309,WELL AT KAROOR (PALA),KERALA,25.0,26.0,7.2,5.7,81.0,153.0,7.2,1.2,0.67,0.67,1.8,1.8,100.0,250.0,58.0,92.0,1.1,1.1,0.01,0.01,Not Drinkable
2310,WELL AT VAIKOM,KERALA,25.0,26.0,5.2,5.7,156.0,249.0,5.2,1.4,0.86,1.5950000000000002,1.8,1.8,200.0,200.0,100.0,172.0,0.01,0.01,0.01,0.01,Not Drinkable
2311,WELL AT VADAVATHOOR(KOTTAYAM),KERALA,26.0,27.0,4.9,6.2,77.0,103.0,4.9,5.0,1.47,1.84,250.0,250.0,610.0,910.0,60.0,72.0,0.01,0.01,0.001,0.001,Not Drinkable
2313,"WELL AT SARVODAPURAM,ALAPPUZHA",KERALA,30.0,30.0,7.2,7.4,156.0,234.0,7.2,2.0,0.86,1.5950000000000002,700.0,700.0,1800.0,1800.0,108.0,132.0,0.8,0.8,0.01,0.01,Not Drinkable
2314,WELL AT KUREEPUZHA (KOLLAM),KERALA,23.0,27.0,6.5,7.1,163.0,323.0,6.5,1.4,36.24,36.24,40.0,40.0,10.0,140.0,98.0,211.0,0.01,0.01,0.01,0.01,Not Drinkable
2315,WELL AT K.M.M.L. (KOLLAM),KERALA,23.0,24.0,7.2,8.3,221.0,438.0,7.2,1.9,3.81,3.81,31.0,40.0,81.0,120.0,140.0,286.0,0.01,0.01,0.01,0.01,Not Drinkable
2316,WELL AT CHELLORA TRENCHINGGROUND (KANNUR),KERALA,27.0,27.0,4.7,6.2,133.0,146.0,4.7,5.0,0.86,1.5950000000000002,79.0,600.0,310.0,790.0,65.0,102.0,0.01,0.01,0.01,0.01,Not Drinkable
2317,WELL AT PUNNALPETTIPPALAM,KERALA,26.0,28.0,6.5,6.8,145.0,330.0,6.5,5.0,0.86,1.5950000000000002,40.0,100.0,100.0,350.0,95.0,231.0,0.01,0.01,0.004,0.004,Not Drinkable
2320,WELL AT MANJERI,KERALA,21.0,23.0,7.0,7.2,252.0,254.0,7.0,5.0,0.7,2.7,32.0,32.0,81.0,150.0,140.0,142.0,0.01,0.01,0.001,0.001,Not Drinkable
2321,WELL AT LALOOR (THRISSUR),KERALA,24.0,30.0,7.1,7.8,83.0,245.0,7.1,2.1,5.38,5.38,1.8,1.8,1.8,1.8,53.0,155.0,0.67,0.67,0.01,0.01,Drinkable
2322,WELL AT OLLUR (THRISSUR),KERALA,28.0,29.0,6.1,7.3,93.0,172.0,6.1,1.6,6.38,6.38,1.8,1.8,1.8,1.8,57.0,120.0,0.38,0.73,0.01,0.01,Drinkable
2323,WELL AT BRAHMAPURAMM.S.W. DUMPARK,KERALA,27.0,28.0,6.0,6.5,150.0,204.0,6.0,1.7,0.57,0.57,94.0,400.0,630.0,1300.0,83.0,121.0,0.01,0.01,0.01,0.01,Not Drinkable
2324,WELL AT HAZARDOUS WASTE DUMP (AMBALAMUGALBOREWELL),KERALA,27.0,28.0,5.0,5.7,100.0,110.0,5.0,5.0,1.02,4.98,200.0,790.0,790.0,1200.0,64.0,66.0,0.01,0.01,0.002,0.002,Not Drinkable
2327,WELL AT KARUKAMANI,KERALA,27.0,28.0,6.9,8.4,855.0,885.0,6.9,1.7,0.5,0.5,400.0,400.0,300.0,900.0,548.0,559.0,0.48,0.48,0.008,0.008,Not Drinkable
3463,"WELL AT VELLIPARAMBA,KOZHEKODE",KERALA,26.0,30.0,5.5,6.9,81.0,116.0,5.5,5.0,0.86,1.5950000000000002,40.0,400.0,81.0,630.0,50.0,68.0,0.01,0.01,0.01,0.01,Not Drinkable
3472,"WELL OF TEMPLEPARASSINIKADAVU, KANNUR",KERALA,28.0,29.0,5.3,7.3,215.0,435.0,5.3,1.6,0.86,1.5950000000000002,79.0,600.0,350.0,910.0,120.0,305.0,0.01,0.01,0.01,0.01,Not Drinkable
3474,"WELL AT PAYANOOR, KANNUR",KERALA,27.0,29.0,6.5,7.6,111.0,118.0,6.5,3.0,0.86,1.5950000000000002,70.0,600.0,310.0,910.0,70.0,70.0,0.01,0.01,0.01,0.01,Not Drinkable
3475,"WELL AT KARIMBAM, KANNUR",KERALA,27.0,28.0,4.3,6.1,55.0,130.0,4.3,2.2,0.86,1.5950000000000002,80.0,310.0,300.0,490.0,39.0,73.0,0.01,0.01,0.003,0.003,Not Drinkable
5219,"WELL AT SRI KIRATHAMOORTHY SIVA TEMPLE, KANJIKKODE,PALAKKAD",KERALA,26.0,27.0,6.5,7.7,92.0,147.0,6.5,5.0,1.1,1.1,600.0,600.0,1400.0,1400.0,58.0,86.0,0.33,0.33,0.01,0.01,Not Drinkable
1402,WELL C/O KULAKKINAPURA,LAKSHADWEEP,28.7,28.7,7.13,7.13,810.0,810.0,7.13,5.0,0.86,1.5950000000000002,37.0,37.0,240.0,240.0,543.0,543.0,0.31,0.415,0.01,0.01,Not Drinkable
1593,WELL NEAR JB SCHOOL (E),LAKSHADWEEP,28.3,28.3,7.47,7.47,920.0,920.0,7.47,5.0,0.86,1.5950000000000002,1.8,1.8,8.0,8.0,616.0,616.0,0.31,0.415,0.01,0.01,Not Drinkable
1594,WELL NEAR OTTAVATHIL PALLI,LAKSHADWEEP,28.5,28.5,7.21,7.21,960.0,960.0,7.21,5.0,0.86,1.5950000000000002,34.0,34.0,240.0,240.0,643.0,643.0,0.31,0.415,0.01,0.01,Not Drinkable
1595,WELL C/O CHEKKILLAM HOUSE,LAKSHADWEEP,29.3,29.3,7.35,7.35,730.0,730.0,7.35,5.0,0.86,1.5950000000000002,22.0,22.0,70.0,70.0,620.0,620.0,0.31,0.415,0.01,0.01,Not Drinkable
1596,WELL C/O KADATH PALLI,LAKSHADWEEP,28.2,28.2,7.31,7.31,630.0,630.0,7.31,5.0,0.86,1.5950000000000002,1.8,1.8,1600.0,1600.0,422.0,422.0,0.31,0.415,0.01,0.01,Not Drinkable
1597,WELL C/O BADAR PALLI,LAKSHADWEEP,26.4,26.4,7.47,7.47,690.0,690.0,7.47,5.0,0.86,1.5950000000000002,23.0,23.0,130.0,130.0,462.0,462.0,0.31,0.415,0.01,0.01,Not Drinkable
1598,WELL C/O PUTHIYA PALLI,LAKSHADWEEP,29.9,29.9,7.48,7.48,640.0,640.0,7.48,5.0,0.86,1.5950000000000002,13.0,13.0,23.0,23.0,355.0,355.0,0.31,0.415,0.01,0.01,Drinkable
1599,WELL C/O PURATHA PALLI,LAKSHADWEEP,28.5,28.5,15.0,7.29,620.0,620.0,15.0,5.0,0.86,1.5950000000000002,17.0,17.0,22.0,22.0,570.0,570.0,0.31,0.415,0.01,0.01,Not Drinkable
1600,WELL C/O ANDAM PALLI,LAKSHADWEEP,29.5,29.5,7.0,7.0,730.0,730.0,7.0,5.0,0.86,1.5950000000000002,1.8,1.8,43.0,43.0,480.0,480.0,0.31,0.415,0.01,0.01,Drinkable
1601,WELL C/O CIRCUIT HOUSE,LAKSHADWEEP,28.2,28.2,7.46,7.46,660.0,660.0,7.46,5.0,0.86,1.5950000000000002,1.8,1.8,33.0,33.0,570.0,570.0,0.31,0.415,0.01,0.01,Not Drinkable
